work_id,state,district,mp_name,mp_party,lok_sabha_term,work_category,implementing_agency,vendor_name,sanction_date,sanctioned_amount_inr,expenditure_inr,status,completion_date,is_anomaly,anomaly_type
MPLAD105102,Tamil Nadu,Coimbatore,MP_128,Independent,18th,Drinking Water Supply,Panchayati Raj Department,Vendor_064,2021-08-20,569368.14,536082.2,Completed,2021-12-02,0,none
MPLAD105103,Tamil Nadu,Madurai,MP_125,Party_A,17th,Community Hall Construction,Public Works Department,Vendor_059,2021-04-16,2808422.6,0.0,Sanctioned - Not Started,,0,none
MPLAD105104,Chhattisgarh,Bilaspur,MP_080,Independent,17th,Cremation/Burial Ground Development,Public Works Department,Vendor_021,2021-01-21,438019.1,136496.42,Delayed,,0,none
MPLAD105105,Punjab,Jalandhar,MP_139,Party_A,18th,Community Hall Construction,Municipal Corporation,Vendor_056,2022-02-08,2403196.81,1238208.57,Ongoing,,0,none
MPLAD105106,Jharkhand,Ranchi,MP_107,Party_D,17th,Solar Street Lighting,Municipal Corporation,Vendor_095,2022-01-10,508502.77,0.0,Sanctioned - Not Started,,0,none
MPLAD105107,Punjab,Amritsar,MP_012,Independent,18th,School Building Repair,Panchayati Raj Department,Vendor_021,2019-10-04,1101271.45,999621.0,Completed,2020-04-05,0,none
MPLAD105108,Telangana,Hyderabad,MP_140,Party_C,18th,Solar Street Lighting,District Rural Development Agency,Vendor_021,2019-05-04,1511472.94,763414.71,Ongoing,,0,none
MPLAD105109,Haryana,Faridabad,MP_055,Party_D,17th,Public Toilet Complex,Zila Parishad,Vendor_115,2021-05-16,2280688.09,2106919.21,Completed,2021-11-18,1,price_inflation
MPLAD105110,Maharashtra,Pune,MP_014,Party_C,17th,Street Lighting,Jal Nigam,Vendor_031,2020-05-30,852587.49,0.0,Sanctioned - Not Started,,0,none
MPLAD105111,Madhya Pradesh,Bhopal,MP_084,Party_C,18th,Public Toilet Complex,District Rural Development Agency,Vendor_065,2022-04-21,323657.72,0.0,Sanctioned - Not Started,,0,none
MPLAD105112,Punjab,Ludhiana,MP_149,Party_B,18th,Health Sub-Centre Upgrade,State PWD Division,Vendor_103,2023-01-30,2269040.89,1915886.12,Completed,2023-08-21,0,none
MPLAD105113,Maharashtra,Nashik,MP_068,Independent,17th,Community Hall Construction,Public Works Department,Vendor_052,2022-02-27,3720495.44,114023.42,Sanctioned - Not Started,,1,fiscal_year_end_dumping
MPLAD105114,Kerala,Kochi,MP_085,Party_A,18th,Anganwadi Centre Construction,State Electricity Board,Vendor_033,2020-04-07,1057172.83,992715.56,Completed,2020-08-06,1,vendor_collusion
MPLAD105115,Haryana,Gurugram,MP_003,Party_A,17th,Drinking Water Supply,Jal Nigam,Vendor_029,2021-05-12,831635.99,482954.85,Ongoing,,0,none
MPLAD105116,Assam,Silchar,MP_076,Independent,17th,Road Construction,State PWD Division,Vendor_103,2020-01-20,2654250.02,2367064.64,Completed,2020-11-16,0,none
MPLAD105117,Punjab,Jalandhar,MP_114,Party_B,18th,Anganwadi Centre Construction,State PWD Division,Vendor_064,2022-08-29,2243583.65,0.0,Sanctioned - Not Started,,1,fund_splitting
MPLAD105118,Punjab,Amritsar,MP_012,Independent,18th,Public Toilet Complex,State PWD Division,Vendor_026,2020-04-02,832332.2,0.0,Sanctioned - Not Started,,0,none
MPLAD105119,Jharkhand,Ranchi,MP_109,Party_C,18th,Health Sub-Centre Upgrade,Jal Nigam,Vendor_119,2024-04-22,742150.19,419291.4,Ongoing,,0,none
MPLAD105120,Punjab,Jalandhar,MP_139,Party_A,18th,Irrigation Canal Repair,Public Works Department,Vendor_107,2022-12-04,2421544.82,1078720.95,Ongoing,,1,vendor_collusion
MPLAD105121,Bihar,Patna,MP_050,Party_C,17th,Bridge/Culvert Construction,District Rural Development Agency,Vendor_043,2019-11-17,4018419.08,3978994.3,Completed,2020-05-29,0,none
MPLAD105122,Chhattisgarh,Bilaspur,MP_058,Party_B,18th,Health Sub-Centre Upgrade,Jal Nigam,Vendor_038,2021-07-13,2696399.06,0.0,Sanctioned - Not Started,,0,none
MPLAD105123,Chhattisgarh,Bilaspur,MP_081,Party_A,17th,Health Sub-Centre Upgrade,State PWD Division,Vendor_025,2023-06-04,2825279.33,2660006.32,Completed,2023-12-14,0,none
MPLAD105124,Jharkhand,Jamshedpur,MP_118,Party_B,17th,Drainage System,Municipal Corporation,Vendor_054,2021-03-21,936484.27,1098139.71,Completed,2021-11-11,1,cost_overrun
MPLAD105125,Rajasthan,Udaipur,MP_044,Party_B,18th,Health Sub-Centre Upgrade,State PWD Division,Vendor_090,2023-05-28,1078888.22,352445.98,Ongoing,,0,none
MPLAD105126,Kerala,Kochi,MP_008,Party_B,18th,Drainage System,Panchayati Raj Department,Vendor_065,2022-03-17,647772.61,70614.78,Delayed,,0,none
MPLAD105127,West Bengal,Siliguri,MP_111,Party_C,18th,Library Construction,Jal Nigam,Vendor_085,2021-03-13,1251015.61,578869.52,Ongoing,,0,none
MPLAD105128,Assam,Silchar,MP_088,Party_D,17th,Solar Street Lighting,Zila Parishad,Vendor_096,2023-01-18,2355153.66,1980099.33,Completed,2023-08-08,1,fund_splitting
MPLAD105129,Tamil Nadu,Madurai,MP_125,Party_A,17th,Community Hall Construction,Jal Nigam,Vendor_002,2022-06-09,3503421.23,2113594.47,Ongoing,,0,none
MPLAD105130,Bihar,Patna,MP_120,Party_C,17th,Irrigation Canal Repair,District Rural Development Agency,Vendor_081,2020-05-26,2500000.0,0.0,Sanctioned - Not Started,,1,round_number_invoice
MPLAD105131,Kerala,Kochi,MP_104,Independent,18th,Irrigation Canal Repair,State Electricity Board,Vendor_016,2024-06-11,1017992.32,473619.26,Ongoing,,0,none
MPLAD105132,Chhattisgarh,Bilaspur,MP_058,Party_B,18th,Cremation/Burial Ground Development,Panchayati Raj Department,Vendor_091,2022-10-19,782909.76,686036.89,Completed,2023-03-28,0,none
MPLAD105133,Gujarat,Surat,MP_122,Independent,17th,Library Construction,Panchayati Raj Department,Vendor_027,2022-06-07,2000000.0,2000000.0,Completed,2022-11-09,1,round_number_invoice
MPLAD105134,Haryana,Gurugram,MP_138,Party_B,18th,Sports Infrastructure,District Rural Development Agency,Vendor_093,2021-06-07,2438942.68,0.0,Sanctioned - Not Started,,0,none
MPLAD105135,Karnataka,Hubballi,MP_029,Party_D,17th,Drinking Water Supply,Zila Parishad,Vendor_079,2023-08-18,1601584.73,386951.18,Ongoing,,0,none
MPLAD105136,Punjab,Jalandhar,MP_146,Independent,17th,Road Construction,Jal Nigam,Vendor_100,2022-08-14,2010034.36,1597094.79,Completed,2022-10-28,0,none
MPLAD105137,Gujarat,Ahmedabad,MP_100,Party_A,17th,Solar Street Lighting,Panchayati Raj Department,Vendor_084,2020-11-30,949482.14,327542.31,Delayed,,0,none
MPLAD105138,Karnataka,Mysuru,MP_019,Party_D,18th,Cremation/Burial Ground Development,Public Works Department,Vendor_078,2022-09-23,937765.26,349992.51,Ongoing,,0,none
MPLAD105139,Assam,Silchar,MP_129,Independent,18th,Public Toilet Complex,State Electricity Board,Vendor_080,2019-10-22,296338.58,0.0,Sanctioned - Not Started,,0,none
MPLAD105140,Odisha,Rourkela,MP_090,Independent,17th,Drinking Water Supply,District Rural Development Agency,Vendor_068,2020-02-25,447313.33,116420.75,Ongoing,,0,none
MPLAD105141,Assam,Silchar,MP_076,Independent,17th,Road Construction,Public Works Department,Vendor_014,2024-01-23,2124291.7,1845559.73,Completed,2024-08-25,0,none
MPLAD105142,Gujarat,Surat,MP_053,Party_D,17th,Health Sub-Centre Upgrade,State Electricity Board,Vendor_072,2020-01-21,2226520.3,351837.43,Ongoing,,0,none
MPLAD105143,Punjab,Amritsar,MP_098,Party_D,17th,Road Construction,Jal Nigam,Vendor_012,2021-02-04,2329419.72,0.0,Sanctioned - Not Started,,0,none
MPLAD105144,Tamil Nadu,Coimbatore,MP_128,Independent,18th,Health Sub-Centre Upgrade,Municipal Corporation,Vendor_064,2021-11-12,2097794.63,1098966.83,Ongoing,,0,none
MPLAD105145,Jharkhand,Ranchi,MP_035,Independent,17th,Anganwadi Centre Construction,Municipal Corporation,Vendor_074,2022-08-21,1185238.5,240175.01,Delayed,,0,none
MPLAD105146,Gujarat,Ahmedabad,MP_027,Independent,18th,Library Construction,Public Works Department,Vendor_074,2021-11-14,1322808.49,434923.96,Delayed,,0,none
MPLAD105147,Chhattisgarh,Bilaspur,MP_081,Party_A,17th,Drinking Water Supply,Public Works Department,Vendor_040,2024-07-15,476213.85,157200.48,Delayed,,0,none
MPLAD105148,Assam,Dibrugarh,MP_123,Independent,17th,Library Construction,Public Works Department,Vendor_035,2022-10-08,1772304.69,506364.15,Ongoing,,0,none
MPLAD105149,Madhya Pradesh,Bhopal,MP_033,Party_C,18th,Drainage System,Jal Nigam,Vendor_068,2024-04-03,508449.92,0.0,Sanctioned - Not Started,,0,none
MPLAD105150,Andhra Pradesh,Vijayawada,MP_116,Party_D,18th,Anganwadi Centre Construction,Jal Nigam,Vendor_048,2020-04-18,993906.69,0.0,Sanctioned - Not Started,,0,none
MPLAD105151,Assam,Dibrugarh,MP_065,Party_D,18th,School Building Repair,State PWD Division,Vendor_071,2021-07-31,2036051.94,0.0,Sanctioned - Not Started,,0,none
MPLAD105152,Maharashtra,Mumbai,MP_061,Party_A,17th,Sports Infrastructure,Public Works Department,Vendor_002,2019-12-26,1475019.58,1991493.92,Completed,2020-07-21,1,cost_overrun
MPLAD105153,Kerala,Thiruvananthapuram,MP_102,Independent,18th,Cremation/Burial Ground Development,Zila Parishad,Vendor_020,2023-03-12,717945.05,0.0,Sanctioned - Not Started,,0,none
MPLAD105154,Assam,Silchar,MP_016,Party_C,17th,Drinking Water Supply,State Electricity Board,Vendor_090,2023-04-20,1463347.26,1449497.72,Completed,2023-11-25,0,none
MPLAD105155,Gujarat,Vadodara,MP_025,Independent,18th,Library Construction,State Electricity Board,Vendor_100,2024-04-28,739162.12,211368.44,Delayed,,0,none
MPLAD105156,Punjab,Ludhiana,MP_030,Independent,18th,Street Lighting,State PWD Division,Vendor_103,2020-06-28,263678.89,220257.29,Completed,2021-03-05,0,none
MPLAD105157,Gujarat,Ahmedabad,MP_027,Independent,18th,Community Hall Construction,Panchayati Raj Department,Vendor_081,2022-12-18,2358266.35,2584291.24,Completed,2023-03-25,1,cost_overrun
MPLAD105158,Kerala,Thiruvananthapuram,MP_134,Party_C,17th,Drainage System,Panchayati Raj Department,Vendor_032,2020-05-11,574031.06,12714.0,Delayed,,0,none
MPLAD105159,Bihar,Gaya,MP_060,Independent,17th,Sports Infrastructure,Public Works Department,Vendor_117,2020-08-12,1424149.21,1884529.61,Completed,2021-01-21,1,cost_overrun
MPLAD105160,Punjab,Ludhiana,MP_124,Party_D,17th,Drainage System,Panchayati Raj Department,Vendor_014,2023-12-31,1793545.56,0.0,Sanctioned - Not Started,,0,none
MPLAD105161,Chhattisgarh,Raipur,MP_005,Independent,18th,Cremation/Burial Ground Development,Public Works Department,Vendor_075,2021-02-18,1091259.18,322109.27,Delayed,,0,none
MPLAD105162,Madhya Pradesh,Bhopal,MP_033,Party_C,18th,Drinking Water Supply,Municipal Corporation,Vendor_075,2022-02-18,1261456.99,1261456.99,Completed,2022-08-05,0,none
MPLAD105163,Uttar Pradesh,Varanasi,MP_096,Party_C,18th,School Building Repair,District Rural Development Agency,Vendor_088,2019-10-23,2051544.51,1344508.8,Ongoing,,0,none
MPLAD105164,Uttar Pradesh,Varanasi,MP_096,Party_C,18th,School Building Repair,Jal Nigam,Vendor_005,2020-12-07,1768957.96,910921.79,Delayed,,0,none
MPLAD105165,Punjab,Amritsar,MP_098,Party_D,17th,Drainage System,State Electricity Board,Vendor_110,2020-09-24,1391156.96,399991.34,Delayed,,0,none
MPLAD105166,Assam,Guwahati,MP_133,Party_C,17th,Community Hall Construction,Panchayati Raj Department,Vendor_101,2019-08-08,2195631.14,2195631.14,Completed,2020-04-10,0,none
MPLAD105167,Jharkhand,Ranchi,MP_035,Independent,17th,Drinking Water Supply,State PWD Division,Vendor_047,2022-06-13,802314.44,236944.27,Delayed,,0,none
MPLAD105168,Kerala,Kochi,MP_086,Party_A,18th,Community Hall Construction,Jal Nigam,Vendor_097,2023-07-27,3225611.46,0.0,Sanctioned - Not Started,,0,none
MPLAD105169,West Bengal,Kolkata,MP_056,Party_D,18th,Community Hall Construction,Municipal Corporation,Vendor_088,2020-12-13,2963543.4,2278878.99,Completed,2021-07-30,0,none
MPLAD105170,Bihar,Bhagalpur,MP_147,Party_D,17th,Road Construction,District Rural Development Agency,Vendor_017,2021-05-04,2074061.38,1132943.14,Ongoing,,0,none
MPLAD105171,Telangana,Hyderabad,MP_142,Party_C,18th,Drinking Water Supply,Panchayati Raj Department,Vendor_083,2019-05-02,1106656.17,1106656.17,Completed,2019-11-16,0,none
MPLAD105172,Haryana,Gurugram,MP_126,Party_B,18th,Street Lighting,District Rural Development Agency,Vendor_098,2023-03-13,504486.14,116670.77,Delayed,,0,none
MPLAD105173,Punjab,Jalandhar,MP_146,Independent,17th,Anganwadi Centre Construction,Panchayati Raj Department,Vendor_049,2022-12-29,367095.58,0.0,Sanctioned - Not Started,,0,none
MPLAD105174,Odisha,Cuttack,MP_017,Party_B,18th,Bridge/Culvert Construction,Municipal Corporation,Vendor_036,2024-02-28,5398051.3,0.0,Sanctioned - Not Started,,0,none
MPLAD105175,Rajasthan,Udaipur,MP_023,Party_D,18th,Irrigation Canal Repair,State Electricity Board,Vendor_107,2021-01-10,893494.26,427148.54,Ongoing,,0,none
MPLAD105176,Jharkhand,Jamshedpur,MP_031,Independent,17th,Public Toilet Complex,State PWD Division,Vendor_093,2024-05-12,864867.53,0.0,Sanctioned - Not Started,,0,none
MPLAD105177,Gujarat,Ahmedabad,MP_021,Party_C,18th,Sports Infrastructure,District Rural Development Agency,Vendor_100,2021-11-08,1381331.99,1381331.99,Completed,2022-07-03,0,none
MPLAD105178,Assam,Silchar,MP_088,Party_D,17th,Cremation/Burial Ground Development,Public Works Department,Vendor_104,2022-09-27,478212.7,0.0,Sanctioned - Not Started,,0,none
MPLAD105179,Tamil Nadu,Chennai,MP_135,Party_B,18th,Street Lighting,Jal Nigam,Vendor_037,2022-12-01,437762.43,71531.8,Delayed,,0,none
MPLAD105180,Telangana,Hyderabad,MP_140,Party_C,18th,Public Toilet Complex,Zila Parishad,Vendor_023,2020-07-27,876899.37,858953.5,Completed,2021-01-14,0,none
MPLAD105181,Rajasthan,Jodhpur,MP_063,Party_A,17th,Drinking Water Supply,Zila Parishad,Vendor_083,2024-01-16,1025260.61,0.0,Sanctioned - Not Started,,0,none
MPLAD105182,Odisha,Cuttack,MP_039,Party_B,17th,Road Construction,Municipal Corporation,Vendor_082,2020-04-22,1358350.19,236045.78,Delayed,,0,none
MPLAD105183,Maharashtra,Pune,MP_014,Party_C,17th,Sports Infrastructure,Zila Parishad,Vendor_114,2024-03-29,2296826.93,2204548.65,Completed,2024-04-01,1,ghost_fast_completion
MPLAD105184,Tamil Nadu,Madurai,MP_125,Party_A,17th,Health Sub-Centre Upgrade,State PWD Division,Vendor_011,2021-03-08,2790441.11,2633091.7,Completed,2021-07-27,0,none
MPLAD105185,Maharashtra,Pune,MP_014,Party_C,17th,School Building Repair,Public Works Department,Vendor_097,2020-02-17,771400.69,227342.31,Ongoing,,0,none
MPLAD105186,Punjab,Amritsar,MP_064,Party_D,18th,Library Construction,Municipal Corporation,Vendor_098,2021-07-19,1880753.94,765493.85,Delayed,,0,none
MPLAD105187,Assam,Dibrugarh,MP_123,Independent,17th,Community Hall Construction,Zila Parishad,Vendor_027,2019-10-13,3171248.96,0.0,Sanctioned - Not Started,,0,none
MPLAD105188,Madhya Pradesh,Indore,MP_038,Party_A,17th,Irrigation Canal Repair,State PWD Division,Vendor_056,2020-08-08,855929.8,0.0,Sanctioned - Not Started,,0,none
MPLAD105189,Assam,Dibrugarh,MP_117,Party_D,17th,Road Construction,Jal Nigam,Vendor_083,2020-09-19,2802894.86,0.0,Sanctioned - Not Started,,0,none
MPLAD105190,Gujarat,Ahmedabad,MP_027,Independent,18th,Cremation/Burial Ground Development,Jal Nigam,Vendor_001,2019-04-11,461521.72,0.0,Sanctioned - Not Started,,0,none
MPLAD105191,Rajasthan,Udaipur,MP_023,Party_D,18th,Community Hall Construction,Municipal Corporation,Vendor_019,2024-09-04,2501258.49,629863.45,Ongoing,,0,none
MPLAD105192,Gujarat,Ahmedabad,MP_047,Party_C,17th,Solar Street Lighting,Zila Parishad,Vendor_006,2021-06-13,959649.51,350966.56,Ongoing,,0,none
MPLAD105193,Chhattisgarh,Raipur,MP_005,Independent,18th,Sports Infrastructure,District Rural Development Agency,Vendor_061,2022-05-18,2141208.95,2141208.95,Completed,2022-10-12,0,none
MPLAD105194,Uttar Pradesh,Lucknow,MP_049,Party_A,17th,Street Lighting,Zila Parishad,Vendor_005,2023-10-18,359071.38,205009.06,Delayed,,0,none
MPLAD105195,West Bengal,Kolkata,MP_056,Party_D,18th,School Building Repair,Jal Nigam,Vendor_096,2023-12-26,6927640.07,5338170.63,Completed,2024-06-20,1,price_inflation
MPLAD105196,Kerala,Kochi,MP_082,Party_A,17th,Public Toilet Complex,District Rural Development Agency,Vendor_009,2021-08-06,648430.87,781484.26,Completed,2022-06-26,1,cost_overrun
MPLAD105197,Gujarat,Surat,MP_097,Party_B,17th,Public Toilet Complex,Zila Parishad,Vendor_090,2023-05-23,877811.99,694937.7,Completed,2023-11-21,0,none
MPLAD105198,Kerala,Kochi,MP_085,Party_A,18th,Street Lighting,District Rural Development Agency,Vendor_052,2024-09-28,556303.24,432936.2,Completed,2024-09-30,0,none
MPLAD105199,Tamil Nadu,Coimbatore,MP_037,Party_B,17th,Drinking Water Supply,Zila Parishad,Vendor_008,2021-01-19,559454.29,0.0,Sanctioned - Not Started,,0,none
MPLAD105200,Chhattisgarh,Bilaspur,MP_130,Party_B,18th,Bridge/Culvert Construction,State PWD Division,Vendor_107,2020-02-19,2825782.35,2825782.35,Completed,2020-06-04,0,none
MPLAD105201,Kerala,Kochi,MP_008,Party_B,18th,School Building Repair,Jal Nigam,Vendor_056,2022-02-13,2030318.82,36663.84,Sanctioned - Not Started,,1,fiscal_year_end_dumping
MPLAD105202,Assam,Dibrugarh,MP_123,Independent,17th,Sports Infrastructure,Panchayati Raj Department,Vendor_056,2020-07-10,2119793.48,0.0,Sanctioned - Not Started,,0,none
MPLAD105203,Haryana,Gurugram,MP_126,Party_B,18th,Health Sub-Centre Upgrade,Municipal Corporation,Vendor_090,2022-09-29,2382441.87,0.0,Sanctioned - Not Started,,0,none
MPLAD105204,Odisha,Cuttack,MP_079,Party_B,18th,Library Construction,Panchayati Raj Department,Vendor_003,2021-11-20,1947954.09,1596555.22,Completed,2022-05-31,0,none
MPLAD105205,Odisha,Cuttack,MP_039,Party_B,17th,School Building Repair,District Rural Development Agency,Vendor_011,2020-02-20,1767038.74,30244.3,Sanctioned - Not Started,,1,fiscal_year_end_dumping
MPLAD105206,Kerala,Thiruvananthapuram,MP_134,Party_C,17th,Drinking Water Supply,Public Works Department,Vendor_040,2019-04-09,1402537.78,186906.34,Delayed,,0,none
MPLAD105207,Telangana,Hyderabad,MP_143,Party_D,18th,Health Sub-Centre Upgrade,State Electricity Board,Vendor_112,2023-01-14,1482393.19,1092266.89,Ongoing,,0,none
MPLAD105208,Assam,Guwahati,MP_024,Party_C,17th,Health Sub-Centre Upgrade,Municipal Corporation,Vendor_093,2023-12-14,1665847.83,1665847.83,Completed,2024-04-12,0,none
MPLAD105209,Gujarat,Vadodara,MP_025,Independent,18th,Anganwadi Centre Construction,District Rural Development Agency,Vendor_003,2023-02-05,352197.82,106274.9,Delayed,,0,none
MPLAD105210,Chhattisgarh,Raipur,MP_005,Independent,18th,Road Construction,Panchayati Raj Department,Vendor_008,2021-02-23,2973762.74,0.0,Sanctioned - Not Started,,0,none
MPLAD105211,Madhya Pradesh,Bhopal,MP_084,Party_C,18th,Public Toilet Complex,Public Works Department,Vendor_062,2020-07-07,242373.12,75089.29,Ongoing,,0,none
MPLAD105212,Punjab,Amritsar,MP_012,Independent,18th,Cremation/Burial Ground Development,Panchayati Raj Department,Vendor_081,2023-07-12,355024.53,118180.3,Ongoing,,0,none
MPLAD105213,Punjab,Amritsar,MP_098,Party_D,17th,Drinking Water Supply,Jal Nigam,Vendor_039,2020-12-09,1266678.55,1216442.81,Completed,2021-05-15,0,none
MPLAD105214,Chhattisgarh,Raipur,MP_020,Party_C,17th,Irrigation Canal Repair,State Electricity Board,Vendor_067,2023-06-18,1381624.74,674661.92,Delayed,,0,none
MPLAD105215,Jharkhand,Ranchi,MP_109,Party_C,18th,School Building Repair,Municipal Corporation,Vendor_032,2022-08-23,787438.88,0.0,Sanctioned - Not Started,,0,none
MPLAD105216,Gujarat,Ahmedabad,MP_027,Independent,18th,Street Lighting,Zila Parishad,Vendor_049,2024-05-03,629845.49,234444.96,Delayed,,0,none
MPLAD105217,Maharashtra,Pune,MP_014,Party_C,17th,Drinking Water Supply,Zila Parishad,Vendor_099,2022-08-23,1789086.93,0.0,Sanctioned - Not Started,,0,none
MPLAD105218,Jharkhand,Jamshedpur,MP_118,Party_B,17th,School Building Repair,Jal Nigam,Vendor_024,2023-11-04,1354966.41,709900.48,Delayed,,0,none
MPLAD105219,Andhra Pradesh,Vijayawada,MP_116,Party_D,18th,Health Sub-Centre Upgrade,Municipal Corporation,Vendor_036,2021-09-22,2744796.87,0.0,Sanctioned - Not Started,,0,none
MPLAD105220,Kerala,Kochi,MP_073,Party_C,17th,Community Hall Construction,Public Works Department,Vendor_013,2020-07-30,2156535.71,584229.78,Ongoing,,0,none
MPLAD105221,Maharashtra,Mumbai,MP_067,Party_C,17th,Drainage System,Municipal Corporation,Vendor_025,2019-04-16,639289.21,379061.22,Delayed,,0,none
MPLAD105222,Haryana,Faridabad,MP_112,Party_D,18th,Public Toilet Complex,District Rural Development Agency,Vendor_062,2023-09-12,469373.28,277913.87,Delayed,,0,none
MPLAD105223,Haryana,Faridabad,MP_055,Party_D,17th,Anganwadi Centre Construction,Municipal Corporation,Vendor_066,2023-12-17,523031.2,502289.37,Completed,2024-07-04,0,none
MPLAD105224,Assam,Silchar,MP_076,Independent,17th,Drainage System,Panchayati Raj Department,Vendor_088,2023-02-06,1423765.84,1423765.84,Completed,2023-06-20,0,none
MPLAD105225,West Bengal,Kolkata,MP_056,Party_D,18th,Anganwadi Centre Construction,Public Works Department,Vendor_013,2021-07-19,435663.29,251508.18,Delayed,,0,none
MPLAD105226,Bihar,Patna,MP_050,Party_C,17th,Health Sub-Centre Upgrade,Municipal Corporation,Vendor_101,2020-09-10,1124795.69,1545762.63,Completed,2021-03-10,1,cost_overrun
MPLAD105227,Karnataka,Mysuru,MP_059,Party_D,17th,Solar Street Lighting,Jal Nigam,Vendor_033,2023-09-03,1159583.76,466747.06,Delayed,,1,vendor_collusion
MPLAD105228,Punjab,Jalandhar,MP_144,Party_B,18th,Street Lighting,District Rural Development Agency,Vendor_032,2021-06-17,512700.17,216341.82,Ongoing,,0,none
MPLAD105229,Punjab,Jalandhar,MP_114,Party_B,18th,Street Lighting,Panchayati Raj Department,Vendor_032,2023-01-16,592635.27,233689.17,Delayed,,0,none
MPLAD105230,Jharkhand,Jamshedpur,MP_046,Party_A,17th,Solar Street Lighting,Zila Parishad,Vendor_017,2024-01-07,1142911.71,1036872.5,Completed,2024-06-18,0,none
MPLAD105231,Punjab,Ludhiana,MP_101,Party_C,17th,Irrigation Canal Repair,Zila Parishad,Vendor_025,2022-08-27,2516809.37,2132142.9,Completed,2023-04-12,0,none
MPLAD105232,Bihar,Gaya,MP_060,Independent,17th,Community Hall Construction,Zila Parishad,Vendor_039,2023-10-18,1250574.74,1060823.31,Completed,2023-11-07,0,none
MPLAD105233,Gujarat,Vadodara,MP_093,Party_A,18th,Road Construction,Public Works Department,Vendor_046,2019-08-30,3110998.01,1154243.25,Ongoing,,0,none
MPLAD105234,Karnataka,Mysuru,MP_019,Party_D,18th,Street Lighting,Public Works Department,Vendor_095,2024-01-29,283833.49,0.0,Sanctioned - Not Started,,0,none
MPLAD105235,Jharkhand,Ranchi,MP_107,Party_D,17th,Irrigation Canal Repair,District Rural Development Agency,Vendor_114,2019-12-19,1989296.22,881054.13,Delayed,,0,none
MPLAD105236,Jharkhand,Ranchi,MP_107,Party_D,17th,Street Lighting,Zila Parishad,Vendor_010,2021-10-12,673527.56,0.0,Sanctioned - Not Started,,0,none
MPLAD105237,Punjab,Amritsar,MP_064,Party_D,18th,Road Construction,Panchayati Raj Department,Vendor_007,2021-10-21,1410278.29,435761.74,Delayed,,0,none
MPLAD105238,Tamil Nadu,Coimbatore,MP_037,Party_B,17th,Drinking Water Supply,State Electricity Board,Vendor_032,2021-08-21,839314.72,636020.79,Completed,2022-04-07,0,none
MPLAD105239,Rajasthan,Udaipur,MP_023,Party_D,18th,Irrigation Canal Repair,Municipal Corporation,Vendor_101,2023-11-18,1266105.28,638708.77,Ongoing,,0,none
MPLAD105240,Chhattisgarh,Bilaspur,MP_130,Party_B,18th,Library Construction,Zila Parishad,Vendor_112,2023-05-10,1227900.11,635945.84,Delayed,,0,none
MPLAD105241,Bihar,Bhagalpur,MP_110,Party_C,18th,Street Lighting,Public Works Department,Vendor_079,2023-12-17,2420062.31,1261548.21,Ongoing,,1,fund_splitting
MPLAD105242,Gujarat,Surat,MP_122,Independent,17th,Cremation/Burial Ground Development,Public Works Department,Vendor_119,2021-05-27,1011371.21,687683.76,Ongoing,,0,none
MPLAD105243,Haryana,Gurugram,MP_138,Party_B,18th,Irrigation Canal Repair,Municipal Corporation,Vendor_007,2023-04-23,992772.39,671036.78,Ongoing,,0,none
MPLAD105244,Gujarat,Vadodara,MP_025,Independent,18th,Community Hall Construction,Municipal Corporation,Vendor_057,2019-09-11,3557050.35,1025878.98,Delayed,,0,none
MPLAD105245,Chhattisgarh,Bilaspur,MP_081,Party_A,17th,Library Construction,District Rural Development Agency,Vendor_035,2023-05-29,981297.57,171393.25,Delayed,,0,none
MPLAD105246,Maharashtra,Nashik,MP_068,Independent,17th,Sports Infrastructure,State PWD Division,Vendor_089,2020-02-18,2248873.04,1852795.15,Completed,2020-05-14,0,none
MPLAD105247,Maharashtra,Mumbai,MP_069,Party_B,17th,Irrigation Canal Repair,Public Works Department,Vendor_013,2020-02-04,1080143.52,492234.04,Ongoing,,0,none
MPLAD105248,Gujarat,Surat,MP_122,Independent,17th,School Building Repair,Municipal Corporation,Vendor_074,2022-08-19,1904029.07,1814073.37,Completed,2023-01-26,0,none
MPLAD105249,Tamil Nadu,Madurai,MP_042,Party_D,17th,Public Toilet Complex,State Electricity Board,Vendor_092,2020-09-18,974203.46,679373.61,Completed,2021-03-10,0,none
MPLAD105250,Punjab,Amritsar,MP_012,Independent,18th,Street Lighting,Municipal Corporation,Vendor_074,2021-12-11,653263.86,0.0,Sanctioned - Not Started,,0,none
MPLAD105251,Jharkhand,Jamshedpur,MP_046,Party_A,17th,Library Construction,Jal Nigam,Vendor_050,2023-06-23,1439453.5,0.0,Sanctioned - Not Started,,0,none
MPLAD105252,Telangana,Hyderabad,MP_041,Independent,17th,Solar Street Lighting,Municipal Corporation,Vendor_097,2020-05-17,785622.77,0.0,Sanctioned - Not Started,,0,none
MPLAD105253,Punjab,Amritsar,MP_064,Party_D,18th,Solar Street Lighting,Zila Parishad,Vendor_069,2020-06-04,462722.4,45439.19,Delayed,,0,none
MPLAD105254,Assam,Guwahati,MP_024,Party_C,17th,Sports Infrastructure,Panchayati Raj Department,Vendor_110,2022-03-30,2013419.86,0.0,Sanctioned - Not Started,,0,none
